age;job;marital;education;housing;loan;duration
35;unknown;single;basic,4y;yes;yes;374
59;retired;married;basic,4y;yes;no;123
32;blue-collar;married;basic,9y;yes;no;166
52;self-employed;single;university,degree;yes;no;37
29;technician;married;professional,course;yes;no;35
44;blue-collar;married;basic,6y;yes;yes;668
37;services;divorced;high,school;yes;no;77
46;admin,;married;high,school;yes;yes;358
40;blue-collar;married;basic,6y;yes;no;153
47;management;married;basic,4y;yes;no;219
38;blue-collar;married;basic,9y;yes;yes;468
32;management;single;high,school;yes;no;326
53;technician;married;professional,course;yes;yes;579
36;technician;married;university,degree;yes;no;277
37;admin,;married;high,school;yes;no;124
47;services;married;unknown;yes;yes;122
58;retired;divorced;university,degree;yes;no;83
28;services;single;high,school;yes;no;318
48;admin,;married;high,school;yes;no;218
32;blue-collar;single;basic,6y;yes;no;130
48;technician;married;unknown;yes;no;429
27;services;single;high,school;yes;no;343
55;blue-collar;married;basic,4y;yes;no;385
57;retired;married;basic,4y;yes;no;156
32;services;single;basic,6y;yes;yes;112
54;blue-collar;married;basic,4y;yes;yes;351
45;services;divorced;high,school;yes;no;25
36;technician;married;professional,course;yes;no;188
30;self-employed;single;high,school;yes;no;201
41;management;married;university,degree;yes;no;27
31;technician;single;university,degree;yes;yes;206
35;blue-collar;married;basic,6y;yes;yes;68
36;technician;married;basic,6y;yes;no;82
51;services;married;high,school;yes;yes;94
37;blue-collar;married;basic,9y;yes;no;138
57;technician;married;professional,course;yes;no;483
28;admin,;single;university,degree;yes;no;267
38;admin,;single;university,degree;yes;no;55
51;blue-collar;married;basic,4y;yes;no;792
45;blue-collar;married;unknown;yes;yes;943
42;blue-collar;married;basic,4y;yes;no;798
49;blue-collar;married;basic,4y;yes;no;84
34;blue-collar;married;basic,9y;yes;yes;100
50;services;married;basic,6y;yes;no;85
44;unknown;married;basic,6y;yes;yes;115
42;blue-collar;married;basic,9y;yes;no;23
45;blue-collar;married;basic,6y;yes;no;107
32;blue-collar;married;basic,6y;yes;no;36
29;management;single;university,degree;yes;yes;122
35;admin,;married;university,degree;yes;yes;67
29;services;married;basic,9y;yes;no;238
31;blue-collar;married;basic,9y;yes;no;48
25;services;married;high,school;yes;yes;104
33;admin,;single;high,school;yes;no;68
32;admin,;married;university,degree;yes;no;23
36;blue-collar;single;high,school;yes;yes;260
51;blue-collar;married;basic,4y;yes;yes;387
50;unemployed;married;basic,4y;yes;no;272
48;services;divorced;high,school;yes;yes;158
32;admin,;married;high,school;yes;no;35
52;technician;divorced;basic,9y;yes;yes;257
48;admin,;married;university,degree;yes;no;105
25;blue-collar;single;basic,9y;yes;no;260
57;retired;married;basic,4y;yes;no;546
28;admin,;single;basic,9y;yes;yes;335
41;admin,;divorced;university,degree;yes;no;128
49;blue-collar;married;basic,4y;yes;no;364
37;housemaid;married;high,school;yes;yes;723
40;blue-collar;married;basic,9y;yes;no;257
35;services;married;professional,course;yes;yes;361
24;services;single;professional,course;yes;no;314
34;technician;married;university,degree;yes;no;83
48;services;married;high,school;yes;yes;115
27;blue-collar;married;basic,9y;yes;no;147
40;admin,;married;university,degree;yes;yes;183
35;admin,;single;high,school;yes;yes;19
29;services;single;university,degree;yes;no;78
45;blue-collar;married;basic,4y;yes;yes;133
35;admin,;married;university,degree;yes;no;193
32;blue-collar;married;basic,9y;yes;no;181
34;blue-collar;married;basic,9y;yes;no;513
27;student;single;university,degree;yes;no;104
43;services;divorced;high,school;yes;no;191
26;unemployed;married;high,school;yes;no;107
39;blue-collar;married;basic,4y;yes;no;335
38;blue-collar;married;basic,6y;yes;yes;120
35;blue-collar;divorced;basic,9y;yes;yes;400
42;blue-collar;divorced;basic,6y;yes;no;503
32;technician;single;basic,9y;yes;no;194
28;blue-collar;divorced;high,school;yes;no;7
38;services;married;high,school;yes;no;552
22;services;single;high,school;yes;no;345
31;blue-collar;married;basic,9y;yes;yes;88
45;blue-collar;married;basic,9y;yes;no;48
44;technician;divorced;high,school;yes;no;457
29;technician;single;university,degree;yes;no;193
32;technician;single;high,school;yes;yes;123
29;technician;single;university,degree;yes;no;420
32;blue-collar;married;professional,course;yes;no;100
38;blue-collar;single;basic,4y;yes;no;403
28;unemployed;single;high,school;yes;yes;229
27;admin,;single;university,degree;yes;no;182
26;blue-collar;married;basic,4y;yes;no;183
33;blue-collar;married;basic,9y;yes;no;140
46;blue-collar;married;basic,9y;yes;no;194
34;blue-collar;married;professional,course;yes;no;210
24;admin,;single;high,school;yes;no;243
34;blue-collar;married;basic,6y;yes;no;1622
60;admin,;married;professional,course;yes;no;324
32;blue-collar;married;basic,6y;yes;no;205
24;blue-collar;married;basic,9y;yes;no;194
55;entrepreneur;divorced;university,degree;yes;yes;86
37;blue-collar;married;professional,course;yes;no;492
47;technician;married;professional,course;yes;no;197
49;technician;married;professional,course;yes;no;95
31;blue-collar;married;basic,4y;yes;no;159
52;services;married;high,school;yes;no;967
36;services;married;high,school;yes;no;260
51;blue-collar;married;basic,6y;yes;no;109
29;technician;married;professional,course;yes;no;124
31;blue-collar;married;basic,9y;yes;no;162
30;technician;single;professional,course;yes;no;220
27;blue-collar;married;basic,9y;yes;no;110
56;blue-collar;married;basic,4y;yes;no;112
27;services;married;professional,course;yes;no;283
43;technician;single;professional,course;yes;no;138
52;self-employed;married;university,degree;yes;no;353
31;technician;married;basic,9y;yes;no;179
33;management;married;university,degree;yes;no;396
37;blue-collar;single;university,degree;yes;no;492
34;blue-collar;married;basic,9y;yes;no;360
34;admin,;married;university,degree;yes;yes;97
29;blue-collar;single;professional,course;yes;no;57
46;entrepreneur;married;university,degree;yes;no;105
38;services;single;high,school;yes;no;85
47;blue-collar;married;basic,4y;yes;no;622
36;services;married;high,school;yes;no;195
35;admin,;married;university,degree;yes;yes;66
42;management;married;basic,6y;yes;no;3078
27;admin,;married;university,degree;yes;no;91
40;housemaid;married;high,school;yes;no;201
59;admin,;married;basic,6y;yes;no;19
49;technician;married;professional,course;yes;no;82
36;blue-collar;married;basic,9y;yes;no;257
53;technician;married;professional,course;yes;no;280
52;services;married;high,school;yes;no;140
31;admin,;married;high,school;yes;no;172
41;entrepreneur;single;university,degree;yes;no;19
35;student;single;university,degree;yes;no;280
40;admin,;married;professional,course;yes;no;81
46;blue-collar;married;basic,4y;yes;yes;409
40;unemployed;married;basic,4y;yes;no;146
48;technician;married;unknown;yes;yes;83
49;blue-collar;married;unknown;yes;no;171
45;technician;single;professional,course;yes;yes;133
34;services;married;high,school;yes;no;656
50;blue-collar;married;basic,4y;yes;no;206
52;blue-collar;single;basic,9y;yes;no;202
37;admin,;married;high,school;yes;yes;196
50;blue-collar;married;basic,4y;yes;no;532
43;blue-collar;married;basic,4y;yes;no;97
52;self-employed;married;basic,4y;yes;no;81
43;admin,;married;university,degree;yes;no;775
53;admin,;married;university,degree;yes;no;68
45;blue-collar;married;basic,4y;yes;no;68
33;services;married;university,degree;yes;no;119
45;blue-collar;married;basic,4y;yes;no;160
49;technician;married;professional,course;yes;no;57
38;technician;married;professional,course;yes;yes;297
39;services;divorced;high,school;yes;no;90
58;blue-collar;married;unknown;yes;no;38
46;blue-collar;married;basic,6y;yes;no;217
39;services;married;high,school;yes;no;24
39;services;married;high,school;yes;yes;203
50;blue-collar;married;basic,9y;yes;yes;166
42;blue-collar;married;unknown;yes;yes;264
38;technician;married;professional,course;yes;no;231
30;services;divorced;basic,9y;yes;no;320
36;admin,;married;university,degree;yes;no;265
41;services;married;high,school;yes;no;171
36;admin,;married;high,school;yes;yes;224
21;admin,;single;basic,9y;yes;yes;171
29;admin,;married;high,school;yes;no;67
53;management;married;university,degree;yes;no;186
31;blue-collar;single;basic,9y;yes;no;115
44;admin,;divorced;university,degree;yes;yes;273
36;admin,;divorced;high,school;yes;yes;124
40;admin,;married;university,degree;yes;no;66
40;admin,;divorced;university,degree;yes;no;380
43;admin,;married;high,school;yes;no;360
33;blue-collar;single;basic,9y;yes;no;155
32;unknown;unknown;university,degree;yes;yes;40
49;technician;married;professional,course;yes;no;447
45;services;married;basic,9y;yes;no;207
34;services;married;high,school;yes;no;309
54;management;married;high,school;yes;no;134
35;services;single;basic,4y;yes;no;1777
31;blue-collar;married;basic,6y;yes;no;774
56;management;married;unknown;yes;no;102
45;services;married;high,school;yes;no;869
57;blue-collar;divorced;basic,4y;yes;no;47
52;management;married;university,degree;yes;no;311
57;retired;married;university,degree;yes;no;177
47;blue-collar;married;basic,9y;yes;no;217
42;blue-collar;married;basic,6y;yes;no;189
35;blue-collar;single;unknown;yes;no;152
31;admin,;single;university,degree;yes;no;151
44;blue-collar;married;basic,6y;yes;no;212
57;blue-collar;married;unknown;yes;no;473
41;blue-collar;married;high,school;yes;no;485
22;blue-collar;single;basic,9y;yes;no;396
49;entrepreneur;married;basic,4y;yes;yes;222
30;blue-collar;single;high,school;yes;no;309
35;blue-collar;divorced;high,school;yes;no;61
40;entrepreneur;married;basic,9y;yes;yes;246
45;blue-collar;single;basic,9y;yes;yes;347
40;blue-collar;married;basic,9y;yes;no;381
32;entrepreneur;single;university,degree;yes;no;355
41;services;married;basic,9y;yes;no;256
57;blue-collar;divorced;professional,course;yes;no;211
32;technician;divorced;high,school;yes;no;120
33;blue-collar;married;basic,9y;yes;no;464
43;blue-collar;married;basic,4y;yes;yes;547
28;blue-collar;married;basic,6y;yes;no;152
37;services;married;high,school;yes;no;522
37;services;single;high,school;yes;no;227
41;housemaid;married;basic,9y;yes;no;129
42;blue-collar;married;unknown;yes;no;37
28;admin,;single;university,degree;yes;no;51
34;blue-collar;married;basic,6y;yes;no;195
52;technician;married;high,school;yes;no;106
41;management;married;university,degree;yes;no;182
48;entrepreneur;married;basic,9y;yes;no;201
38;admin,;married;basic,9y;yes;no;150
49;admin,;married;university,degree;yes;no;79
45;self-employed;married;basic,4y;yes;no;332
51;retired;married;basic,9y;yes;no;369
30;services;married;high,school;yes;no;261
57;technician;married;basic,9y;yes;no;412
38;admin,;married;university,degree;yes;no;137
36;self-employed;married;basic,6y;yes;yes;324
37;admin,;married;high,school;yes;yes;697
29;student;single;university,degree;yes;no;1042
41;management;married;basic,9y;yes;no;378
32;student;single;high,school;yes;no;107
42;blue-collar;married;basic,4y;yes;no;78
27;blue-collar;married;basic,9y;yes;no;383
44;management;married;university,degree;yes;no;254
29;services;divorced;high,school;yes;no;157
42;blue-collar;married;basic,9y;yes;no;163
50;admin,;married;basic,9y;yes;yes;112
58;retired;married;basic,4y;yes;no;188
34;technician;married;professional,course;yes;no;148
46;management;married;basic,9y;yes;yes;415
33;admin,;married;high,school;yes;no;742
39;admin,;married;professional,course;yes;no;185
48;blue-collar;divorced;professional,course;yes;no;205
39;management;single;basic,9y;yes;no;134
27;blue-collar;married;basic,9y;yes;no;304
57;retired;married;basic,4y;yes;yes;438
32;blue-collar;married;basic,9y;yes;no;999
50;admin,;single;university,degree;yes;no;169
44;blue-collar;married;basic,9y;yes;yes;247
48;blue-collar;married;professional,course;yes;no;140
56;retired;divorced;high,school;yes;no;60
42;blue-collar;married;basic,6y;yes;yes;99
32;services;married;professional,course;yes;no;215
39;management;married;high,school;yes;yes;52
34;services;married;basic,6y;yes;no;216
50;housemaid;divorced;basic,4y;yes;yes;292
27;admin,;married;high,school;yes;no;210
37;technician;married;professional,course;yes;no;657
39;admin,;married;basic,6y;yes;yes;88
36;technician;divorced;university,degree;yes;no;147
55;technician;married;basic,9y;yes;yes;73
28;technician;married;professional,course;yes;no;80
26;blue-collar;married;basic,4y;yes;yes;144
50;admin,;married;basic,9y;yes;yes;412
52;blue-collar;married;basic,9y;yes;yes;29
43;technician;married;basic,9y;yes;no;202
46;admin,;married;high,school;yes;no;723
31;technician;married;professional,course;yes;no;130
27;technician;single;university,degree;yes;no;304
44;admin,;married;basic,4y;yes;yes;139
38;technician;single;university,degree;yes;no;446
42;admin,;married;basic,9y;yes;yes;267
35;blue-collar;married;high,school;yes;yes;6
59;entrepreneur;married;university,degree;yes;yes;130
43;technician;married;unknown;yes;no;324
27;blue-collar;married;basic,9y;yes;yes;274
31;blue-collar;divorced;professional,course;yes;no;191
35;technician;married;university,degree;yes;no;236
43;services;married;professional,course;yes;no;614
50;technician;married;basic,6y;yes;no;418
33;technician;married;university,degree;yes;no;221
34;blue-collar;married;basic,9y;yes;no;96
43;blue-collar;married;basic,4y;yes;no;103
37;technician;married;professional,course;yes;no;216
39;blue-collar;married;basic,9y;yes;no;484
46;blue-collar;married;basic,4y;yes;no;404
39;blue-collar;married;basic,9y;yes;no;175
28;admin,;single;university,degree;yes;no;138
25;technician;single;professional,course;yes;yes;243
50;technician;married;professional,course;yes;no;256
39;housemaid;married;basic,4y;yes;no;54
55;services;divorced;basic,4y;yes;no;26
42;services;married;high,school;yes;no;226
41;blue-collar;married;basic,6y;yes;no;167
56;blue-collar;married;basic,4y;yes;no;214
40;blue-collar;married;basic,4y;yes;no;446
46;management;married;basic,9y;yes;no;153
56;admin,;divorced;high,school;yes;no;181
41;admin,;single;high,school;yes;no;214
41;technician;divorced;basic,4y;yes;no;270
34;services;married;high,school;yes;yes;441
41;technician;divorced;basic,4y;yes;no;725
46;services;married;professional,course;yes;no;273
54;blue-collar;married;basic,9y;yes;no;152
31;admin,;divorced;university,degree;yes;no;204
40;services;single;high,school;yes;yes;117
55;technician;married;high,school;yes;no;719
28;blue-collar;married;basic,6y;yes;no;289
60;housemaid;married;high,school;yes;no;74
45;admin,;married;university,degree;yes;yes;369
36;blue-collar;married;basic,6y;yes;no;167
33;unemployed;married;basic,9y;yes;no;64
54;management;divorced;basic,6y;yes;no;151
33;technician;married;professional,course;yes;no;120
38;blue-collar;married;basic,9y;yes;yes;388
55;admin,;married;high,school;yes;no;72
35;services;married;high,school;yes;no;126
55;admin,;married;high,school;yes;no;339
32;blue-collar;married;basic,9y;yes;no;162
